X,Y,objectid,globalid,CreationDate,Creator,EditDate,Editor,date_updated,under_19,_20_39,_40_49,_50_59,_60_69,_70_100,percent_female,percent_male,prov_join_field
0,0,121,ba271521-803b-4843-9f4d-8a0c86ef8968,2021/02/18 17:35:34.052+00,phearns,2021/02/18 17:35:34.052+00,phearns,2021/02/18 15:30:00+00,238,147,138,121,87,72,50,50,NL
0,0,122,33ad20b7-dee0-4a32-a681-84f17e96e770,2021/02/19 18:06:16.199+00,phearns,2021/02/19 18:06:16.199+00,phearns,2021/02/19 15:30:00+00,249,165,154,128,93,74,49,51,NL
0,0,123,214f5bf1-0af3-4768-b0b0-8294f82ecf39,2021/02/20 17:49:48.459+00,phearns,2021/02/20 17:49:48.459+00,phearns,2021/02/20 15:30:00+00,263,172,167,131,93,75,50,50,NL
0,0,124,dccd94b6-70a8-4a3a-9af4-78d075b5e8c9,2021/02/21 17:35:59.179+00,phearns,2021/02/21 17:35:59.179+00,phearns,2021/02/21 15:30:00+00,276,173,173,134,95,75,49,51,NL
0,0,125,aa2a5b0a-1e1f-487c-a6d6-2d0dcdd40527,2021/02/22 17:42:30.802+00,phearns,2021/02/22 17:42:30.802+00,phearns,2021/02/22 15:30:00+00,280,174,175,138,96,75,49,51,NL
0,0,126,0fed59b0-7153-4ab5-90f6-840e33dabd9f,2021/02/23 17:44:06.370+00,phearns,2021/02/23 17:44:06.370+00,phearns,2021/02/23 15:30:00+00,282,175,183,141,98,76,49,51,NL
0,0,127,15c9b7f2-553b-47ba-935a-a8c168ab826a,2021/02/24 17:33:16.943+00,phearns,2021/02/24 17:33:16.943+00,phearns,2021/02/24 15:30:00+00,285,175,187,142,98,76,49,51,NL
0,0,128,f52c8fe7-252e-4dae-8f20-9722491c3d0e,2021/02/25 17:31:53.125+00,phearns,2021/02/25 17:31:53.125+00,phearns,2021/02/25 15:30:00+00,287,177,191,143,99,76,49,51,NL
0,0,129,a87d3b88-ee71-473b-8bb1-9f4beb7e8479,2021/02/26 17:34:23.612+00,phearns,2021/02/26 17:34:23.612+00,phearns,2021/02/26 15:30:00+00,287,179,191,143,100,77,49,51,NL
0,0,130,e517b555-2fde-443f-a2ce-21340e0c6bb8,2021/02/27 17:32:02.252+00,phearns,2021/02/27 17:32:02.252+00,phearns,2021/02/27 15:30:00+00,287,180,194,143,100,77,49,51,NL
-57.9245555,48.9457211,131,6e384f50-a36b-40f6-8f43-780659777d5c,2021/02/28 17:44:05.448+00,phearns,2021/02/28 17:44:05.448+00,phearns,2021/02/28 15:30:00+00,288,184,195,144,100,77,49,51,NL
0,0,132,25c794f3-60b7-4c06-9395-96d3f666f6f7,2021/03/01 17:38:24.645+00,phearns,2021/03/01 17:38:24.645+00,phearns,2021/03/01 15:30:00+00,290,184,195,143,100,77,49,51,NL
0,0,133,4c468c14-f979-48a4-8237-afcba6745331,2021/03/02 18:30:33.543+00,phearns,2021/03/02 18:30:33.543+00,phearns,2021/03/02 15:30:00+00,290,185,196,144,100,79,49,51,NL
0,0,134,fb513ca5-fd0b-42e4-8a95-edfb37a1ab9d,2021/03/03 18:10:48.816+00,phearns,2021/03/03 18:10:48.816+00,phearns,2021/03/03 15:30:00+00,290,187,196,145,100,79,49,51,NL
0,0,135,8ec2281e-002a-4ed2-8350-05ae1c527002,2021/03/04 17:34:34.662+00,phearns,2021/03/04 17:34:34.662+00,phearns,2021/03/04 15:30:00+00,290,188,197,147,101,79,49,51,NL
0,0,136,f5e6ac78-cba7-4fc2-b9fa-8b853d34c62f,2021/03/05 17:33:02.581+00,phearns,2021/03/05 17:33:02.581+00,phearns,2021/03/05 15:30:00+00,290,188,198,147,101,79,49,51,NL
-57.9246364,48.9456904,137,0ddf9b08-dcd7-4396-a23a-ad6edadee054,2021/03/06 17:33:27.588+00,phearns,2021/03/06 17:33:27.588+00,phearns,2021/03/06 15:30:00+00,290,188,200,147,101,79,49,51,NL
-57.9247057,48.9456943,138,9e978828-7331-40d2-824a-f9d97b875323,2021/03/07 17:30:18.183+00,phearns,2021/03/07 17:30:18.183+00,phearns,2021/03/07 15:30:00+00,290,189,200,147,101,79,49,51,NL
0,0,139,cd624e1a-88e0-47e8-9424-88322d16802e,2021/03/08 17:34:17.286+00,phearns,2021/03/10 16:53:51.615+00,phearns,2021/03/08 15:30:00+00,290,189,201,147,102,80,49,51,NL
0,0,140,20b814c5-bc6e-49d9-811c-cf44035d114a,2021/03/09 17:35:15.694+00,phearns,2021/03/10 16:53:55.412+00,phearns,2021/03/09 15:30:00+00,291,189,201,147,102,80,49,51,NL
0,0,141,fec68a07-7f81-4ab7-a9da-68b6e0ed55ee,2021/03/11 17:34:13.660+00,phearns,2021/03/11 17:34:13.660+00,phearns,2021/03/11 15:30:00+00,291,189,201,148,102,80,49,51,NL
0,0,142,2ce03c1f-f817-476a-ae81-37409b9aca62,2021/03/12 17:35:31.661+00,phearns,2021/03/12 17:35:31.661+00,phearns,2021/03/12 15:30:00+00,291,189,202,148,102,80,49,51,NL
0,0,143,9fe23dcc-8022-40a2-9fa5-d2614b2638e5,2021/03/16 16:35:57.975+00,phearns,2021/03/16 16:35:57.975+00,phearns,2021/03/16 14:30:00+00,291,190,202,148,102,80,49,51,NL
0,0,144,44aedb17-39d9-4c1d-b4dd-a4f4ad61efcc,2021/03/18 16:30:53.999+00,phearns,2021/03/18 16:30:53.999+00,phearns,2021/03/18 14:30:00+00,291,191,202,148,102,80,49,51,NL
0,0,145,586df588-2d7c-4a3e-9149-2efb30c4e6c6,2021/03/24 16:32:46.957+00,phearns,2021/03/24 16:32:46.957+00,phearns,2021/03/24 14:30:00+00,291,191,202,148,103,80,49,51,NL
-55.5081272,49.0090762,146,0ed2601e-ed40-4627-b65d-889148a0a4e0,2021/03/28 16:28:09.380+00,phearns,2021/03/28 16:28:09.380+00,phearns,2021/03/28 14:30:00+00,291,191,203,148,103,80,49,51,NL
0,0,147,85a0f6f0-4064-4e6d-b281-ee1eca8a9dcf,2021/03/30 16:45:10.327+00,phearns,2021/03/30 16:45:10.327+00,phearns,2021/03/30 14:30:00+00,291,191,205,148,103,80,49,51,NL
0,0,148,5f450d97-474b-4525-839f-3e93340618f1,2021/03/31 16:49:37.647+00,phearns,2021/03/31 16:49:37.647+00,phearns,2021/03/31 14:30:00+00,291,191,206,148,103,80,49,51,NL
0,0,149,2af221ca-5b27-4acf-af41-097fde9280b9,2021/04/01 16:34:03.907+00,phearns,2021/04/01 16:34:03.907+00,phearns,2021/04/01 14:30:00+00,291,192,206,148,103,80,49,51,NL
0,0,150,7731576b-80f2-419f-9086-69b15a695b8f,2021/04/07 16:32:00.459+00,phearns,2021/04/07 16:32:00.459+00,phearns,2021/04/07 14:30:00+00,291,192,206,148,108,80,49,51,NL
0,0,151,e888b2e5-d7fc-4fe6-baa1-7e2a896ec3e1,2021/04/08 15:53:58.559+00,phearns,2021/04/08 15:53:58.559+00,phearns,2021/04/08 14:30:00+00,291,192,207,148,104,80,49,51,NL
0,0,152,8866f740-24c0-438f-800b-3db6246de0b5,2021/04/09 16:37:23.445+00,phearns,2021/04/09 16:37:23.445+00,phearns,2021/04/09 14:30:00+00,291,193,208,149,104,80,49,51,NL
-57.9245801,48.9457126,153,c62c93d5-baa6-4b2a-8d7e-acca530de2f6,2021/04/10 18:46:44.001+00,phearns,2021/04/10 18:46:44.001+00,phearns,2021/04/10 14:30:00+00,293,195,208,149,104,80,49,51,NL
-57.9245687,48.9457118,154,c4eff949-2f56-4fe5-81d3-c3914afa799f,2021/04/11 23:45:31.954+00,phearns,2021/04/11 23:45:31.954+00,phearns,2021/04/11 14:30:00+00,293,195,209,149,104,80,49,51,NL
0,0,155,2137989e-06fd-4e1a-ac0b-c680ccdfc5af,2021/04/13 16:35:40.309+00,phearns,2021/04/13 16:35:40.309+00,phearns,2021/04/13 14:30:00+00,294,195,209,149,104,80,49,51,NL
0,0,156,1199aff4-5e3f-43e0-bf9c-e646c0daff39,2021/04/14 14:33:01.067+00,phearns,2021/04/14 14:33:01.067+00,phearns,2021/04/14 14:30:00+00,295,196,210,149,104,80,49,51,NL
0,0,157,bb5beb5d-5198-47dd-acd0-5abb574f2154,2021/04/15 16:54:01.873+00,phearns,2021/04/15 16:54:01.873+00,phearns,2021/04/15 14:30:00+00,295,197,210,149,105,80,49,51,NL
0,0,158,4e161444-c185-47f4-9649-7aaae1c523b3,2021/04/16 16:41:30.475+00,phearns,2021/04/16 16:41:30.475+00,phearns,2021/04/16 14:30:00+00,295,198,212,149,105,80,49,51,NL
-57.924475,48.9457369,159,fa4dbd58-79b7-47ec-bf8e-150b7cf2828f,2021/04/18 20:55:46.621+00,phearns,2021/04/18 20:55:46.621+00,phearns,2021/04/18 14:30:00+00,295,200,214,149,105,80,48,52,NL
0,0,160,e9809cfe-3b4e-434b-bacc-5cf2696723ec,2021/04/19 16:41:22.996+00,phearns,2021/04/19 16:41:22.996+00,phearns,2021/04/19 14:30:00+00,295,202,214,149,106,81,48,52,NL
0,0,161,1aff960a-410f-491c-8389-eaa7cdc84aed,2021/04/20 16:31:24.299+00,phearns,2021/04/20 16:31:24.299+00,phearns,2021/04/20 14:30:00+00,295,203,215,149,106,80,48,52,NL
0,0,162,4f3ad176-7966-4926-a5ab-3f7ca93a353b,2021/04/21 15:07:23.756+00,phearns,2021/04/21 15:07:23.756+00,phearns,2021/04/21 14:30:00+00,295,203,215,150,106,80,48,52,NL
0,0,163,a9e86ea3-64f9-460a-a347-1d09278d586d,2021/04/22 16:44:00.066+00,phearns,2021/04/22 16:44:00.066+00,phearns,2021/04/22 14:30:00+00,296,204,215,150,107,80,48,52,NL
0,0,164,3eff4930-7f4d-4900-a31d-05bed5791c7d,2021/04/23 17:00:12.897+00,phearns,2021/04/23 17:00:12.897+00,phearns,2021/04/23 14:30:00+00,296,204,216,150,107,80,48,52,NL
-57.9245415,48.945678,165,a8b7e13e-1eb9-4d27-a6ac-bf4652aa42b4,2021/04/24 16:59:50.156+00,phearns,2021/04/24 16:59:50.156+00,phearns,2021/04/24 14:30:00+00,297,205,216,151,107,80,48,52,NL
-57.9244911,48.945754,166,8ca57d54-4b00-4332-a4cd-6f9d980bc837,2021/04/25 17:16:01.053+00,phearns,2021/04/25 17:16:01.053+00,phearns,2021/04/25 14:30:00+00,297,205,216,152,108,80,48,52,NL
-57.9246857,48.9457144,167,98b1c50e-f729-4f59-89b7-3d54d06c5cf6,2021/04/26 18:17:29.776+00,phearns,2021/04/26 18:17:29.776+00,phearns,2021/04/26 14:30:00+00,297,206,219,152,108,80,48,52,NL
0,0,168,38de31ac-6d1a-4a03-bb7c-bdf9e31ef394,2021/04/28 16:47:25.412+00,phearns,2021/04/28 16:47:25.412+00,phearns,2021/04/28 14:30:00+00,297,207,222,152,108,80,48,52,NL
0,0,169,410bdeab-606a-4688-9010-5c9020056a6f,2021/04/29 16:35:49.954+00,phearns,2021/04/29 16:35:49.954+00,phearns,2021/04/29 14:30:00+00,297,208,223,152,108,80,48,52,NL
0,0,170,722ef142-222c-4fd6-b6e1-6acff48cc4eb,2021/04/30 17:04:59.486+00,phearns,2021/04/30 17:04:59.486+00,phearns,2021/04/30 14:30:00+00,297,213,225,153,108,80,47,53,NL
-57.9244689,48.9456805,171,a1907211-139b-497d-913c-3d570054235a,2021/05/01 16:41:12.797+00,phearns,2021/05/01 16:41:12.797+00,phearns,2021/05/01 14:30:00+00,297,217,225,153,108,80,47,53,NL
-57.9246117,48.9457375,172,81d62be4-58c1-478a-912e-a49a71f426d7,2021/05/02 17:45:30.260+00,phearns,2021/05/02 17:45:30.260+00,phearns,2021/05/02 14:30:00+00,297,226,229,157,110,80,47,53,NL
0,0,173,49cb075b-f20d-492d-b6fa-216e7478d6fe,2021/05/03 16:41:45.049+00,phearns,2021/05/03 16:41:45.049+00,phearns,2021/05/03 14:30:00+00,298,229,229,158,110,80,47,53,NL
0,0,174,d03eff72-e007-4ce0-a126-f9f01661d1a4,2021/05/04 17:22:49.121+00,phearns,2021/05/04 17:22:49.121+00,phearns,2021/05/04 14:30:00+00,298,232,230,158,110,80,47,53,NL
0,0,175,f7043f40-51ef-4cbc-8017-fe0ff208d6f8,2021/05/05 15:12:17.217+00,phearns,2021/05/05 15:12:17.217+00,phearns,2021/05/05 14:30:00+00,298,234,232,160,110,80,47,53,NL
0,0,176,36964c1a-a075-41e4-ae3b-6a583d21eb7d,2021/05/06 17:02:02.529+00,phearns,2021/05/06 17:03:26.074+00,phearns,2021/05/06 14:30:00+00,299,238,233,160,110,80,46,54,NL
0,0,177,8ec76c82-df19-48b9-bc1a-fd62d5f92f82,2021/05/07 16:51:25.833+00,phearns,2021/05/07 16:51:25.833+00,phearns,2021/05/07 14:30:00+00,300,239,237,161,110,80,46,54,NL
-57.9245892,48.9456854,178,b20be07b-71a2-4e1f-9a15-bccc3b692be3,2021/05/08 16:48:19.847+00,phearns,2021/05/08 16:48:19.847+00,phearns,2021/05/08 14:30:00+00,301,242,237,161,111,81,46,54,NL
-57.9246841,48.9457197,179,f0e6c0fb-782c-4f68-9b96-c58800980f4e,2021/05/09 16:37:57.559+00,phearns,2021/05/09 16:37:57.559+00,phearns,2021/05/09 14:30:00+00,301,242,240,161,112,82,46,54,NL
0,0,180,121e2777-d1a7-4ddf-b803-46aa783fec47,2021/05/10 16:44:32.779+00,phearns,2021/05/10 16:44:32.779+00,phearns,2021/05/10 14:30:00+00,301,243,240,163,112,82,46,54,NL
0,0,181,5d994dd7-9e61-4b6f-801c-e4f5e6d51f18,2021/05/11 16:48:21.365+00,phearns,2021/05/11 16:48:21.365+00,phearns,2021/05/11 14:30:00+00,303,248,245,165,113,82,46,54,NL
0,0,182,87c10acb-4240-4cbc-bc6b-809367260231,2021/05/12 18:08:47.758+00,phearns,2021/05/12 18:08:47.758+00,phearns,2021/05/12 14:30:00+00,305,251,248,166,114,82,46,54,NL
0,0,183,a85bc7f0-0940-4a2e-8f30-dbbace41170f,2021/05/13 16:43:32.221+00,phearns,2021/05/13 16:43:32.221+00,phearns,2021/05/13 14:30:00+00,307,252,249,169,114,82,45,55,NL
0,0,184,3e39b6ec-6fa9-44f8-a7e7-7dbc985d16ab,2021/05/14 17:04:00.752+00,phearns,2021/05/14 17:04:00.752+00,phearns,2021/05/14 14:30:00+00,307,254,250,171,115,82,45,55,NL
-57.9246731,48.9457408,185,928663fa-a625-478f-97b4-611e655374dd,2021/05/15 16:48:18.987+00,phearns,2021/05/15 16:48:18.987+00,phearns,2021/05/15 14:30:00+00,307,256,251,171,117,82,45,55,NL
-57.9245825,48.9457171,186,c696aa2d-2f34-4c2b-ae17-e3da46680b3d,2021/05/16 16:36:38.034+00,phearns,2021/05/16 16:36:38.034+00,phearns,2021/05/16 14:30:00+00,307,263,253,171,117,82,45,55,NL
0,0,187,dad291ff-870a-425c-bbb5-e1b2f4dbdef3,2021/05/17 16:49:34.039+00,phearns,2021/05/17 16:49:34.039+00,phearns,2021/05/17 14:30:00+00,308,264,256,175,118,82,45,55,NL
-57.9319126,48.9286412,188,bcf6c19c-5729-4e5f-94b5-35b2f7ec1121,2021/05/18 16:43:45.172+00,phearns,2021/05/18 16:43:45.172+00,phearns,2021/05/18 14:30:00+00,308,266,259,196,118,82,45,55,NL
0,0,189,f975f896-ab08-4024-8d60-21d6e51f972f,2021/05/19 16:32:46.442+00,phearns,2021/05/19 16:32:46.442+00,phearns,2021/05/19 14:30:00+00,308,267,259,177,118,83,45,55,NL
-53.4302798,47.447817,190,5b4652b0-1ab6-4927-b8b5-157197979f20,2021/05/20 16:51:13.870+00,phearns,2021/05/20 16:51:13.870+00,phearns,2021/05/20 14:30:00+00,308,268,260,179,118,83,45,55,NL
-52.8072228,47.5007301,191,63ee6854-ca8c-4873-9d5b-be8b87b631a6,2021/05/21 17:18:03.684+00,phearns,2021/05/21 17:18:03.684+00,phearns,2021/05/21 14:30:00+00,308,270,263,183,119,83,45,55,NL
0,0,192,dd8f35d4-9b73-4075-9a92-814be6c5f4a6,2021/05/22 17:01:55.347+00,phearns,2021/05/22 17:01:55.347+00,phearns,2021/05/22 14:30:00+00,309,272,263,183,120,83,45,55,NL
-57.9246136,48.9457275,193,df1e4542-44fc-4559-bd01-17733531f7b2,2021/05/23 16:36:18.193+00,phearns,2021/05/23 16:36:18.193+00,phearns,2021/05/23 14:30:00+00,313,283,263,187,123,84,44,56,NL
-57.9246601,48.9457424,194,92aa6c99-f2f2-4c7c-b43e-a0f30c59c297,2021/05/24 16:48:58.254+00,phearns,2021/05/24 16:48:58.254+00,phearns,2021/05/24 14:30:00+00,313,284,265,188,123,85,44,56,NL
0,0,195,a66b0c42-6174-42b2-9684-a6b98bffe184,2021/05/25 16:49:49.113+00,phearns,2021/05/25 16:49:49.113+00,phearns,2021/05/25 14:30:00+00,314,288,266,192,124,85,44,56,NL
0,0,196,7e1fc8b6-e721-4f8b-a4df-0c98166bed2c,2021/05/26 16:33:09.618+00,phearns,2021/05/26 16:33:09.618+00,phearns,2021/05/26 14:30:00+00,315,289,266,193,124,86,44,56,NL
0,0,197,0e623161-c0bf-4336-a4c1-ad2b112ab28e,2021/05/27 16:53:46.988+00,phearns,2021/05/27 16:53:46.988+00,phearns,2021/05/27 14:30:00+00,317,293,266,193,124,86,44,56,NL
0,0,198,d33b3a78-e9b6-4c3d-964d-c1b2fb124e16,2021/05/28 16:58:18.230+00,phearns,2021/05/28 16:58:18.230+00,phearns,2021/05/28 14:30:00+00,318,295,270,198,126,86,44,56,NL
-57.9247669,48.9456511,199,173ed04d-bece-4add-bbb2-8a1faf1515ab,2021/05/29 16:44:14.147+00,phearns,2021/05/29 16:44:14.147+00,phearns,2021/05/29 14:30:00+00,322,298,270,199,127,86,44,56,NL
-57.9246627,48.945721,200,b52168dc-4747-47c0-9e6a-83635417718d,2021/05/30 17:27:15.844+00,phearns,2021/05/30 17:27:15.844+00,phearns,2021/05/30 14:30:00+00,326,299,270,199,127,88,44,56,NL
0,0,201,ade0ef81-94e3-4073-8854-e2129915908c,2021/05/31 16:59:26.833+00,phearns,2021/05/31 16:59:26.833+00,phearns,2021/05/31 14:30:00+00,326,299,270,201,127,88,44,56,NL
-53.9510935,47.9459932,202,18aa4dda-1d80-426b-b827-badfcc6d0a69,2021/06/01 18:25:36.536+00,phearns,2021/06/01 18:25:36.536+00,phearns,2021/06/01 14:30:00+00,327,301,272,202,127,88,44,56,NL
0,0,203,1aaf353b-8954-4a9a-9761-265be7227f9b,2021/06/02 15:47:35.394+00,phearns,2021/06/02 15:47:35.394+00,phearns,2021/06/02 14:30:00+00,335,307,274,202,128,88,44,56,NL
0,0,204,8e8e7448-8921-4f6b-916d-a1545569e817,2021/06/03 16:42:53.166+00,phearns,2021/06/03 16:42:53.166+00,phearns,2021/06/03 14:30:00+00,337,310,274,203,128,88,44,56,NL
-57.0332216,49.3125529,205,16efa699-4c0c-41ed-aa58-9fc77eef288a,2021/06/04 16:35:26.243+00,phearns,2021/06/04 16:35:26.243+00,phearns,2021/06/04 14:30:00+00,337,310,276,203,128,88,44,56,NL
-57.9245434,48.9456953,206,4021d0db-f0b2-446c-9466-1a83cfa958e5,2021/06/05 16:39:37.377+00,phearns,2021/06/05 16:39:37.377+00,phearns,2021/06/05 14:30:00+00,339,311,276,203,130,88,44,56,NL
-57.9245478,48.94572,207,2f435c7f-90ac-4975-8e81-2e5e6197d5dc,2021/06/06 16:33:17.158+00,phearns,2021/06/06 16:33:17.158+00,phearns,2021/06/06 14:30:00+00,343,311,276,204,130,88,44,56,NL
0,0,208,807af354-2a47-4a9c-bcf9-98d777e74918,2021/06/07 17:17:30.759+00,phearns,2021/06/07 17:17:30.759+00,phearns,2021/06/07 14:30:00+00,343,311,276,205,131,88,44,56,NL
0,0,209,8813cec3-f1f1-4ce4-9790-a8e8aa785837,2021/06/08 16:32:46.594+00,phearns,2021/06/08 16:32:46.594+00,phearns,2021/06/08 14:30:00+00,344,311,277,205,131,89,44,56,NL
0,0,210,6efbcf4a-5cf0-4531-873a-c5194d6a4b96,2021/06/09 16:41:16.729+00,phearns,2021/06/09 16:41:16.729+00,phearns,2021/06/09 14:30:00+00,345,312,278,205,131,89,44,56,NL
0,0,211,c3fc67e9-c594-4f92-8b29-a6ad54ead173,2021/06/10 16:56:15.122+00,phearns,2021/06/10 16:56:15.122+00,phearns,2021/06/10 14:30:00+00,349,312,279,205,131,89,44,56,NL
0,0,212,4e44acc1-7201-4a22-8480-5f4f2bd7e126,2021/06/11 16:31:29.031+00,phearns,2021/06/11 16:31:29.031+00,phearns,2021/06/11 14:30:00+00,350,312,280,205,131,90,44,56,NL
-57.9246821,48.9457328,213,097c2c31-f1a2-4ee4-ac10-d036d294f77d,2021/06/12 16:33:27.271+00,phearns,2021/06/12 16:33:27.271+00,phearns,2021/06/12 14:30:00+00,355,312,281,205,131,90,44,56,NL
-57.9246407,48.9456289,214,83081328-d39a-40b2-8946-8844b44b3951,2021/06/13 16:34:33.103+00,phearns,2021/06/13 16:34:33.103+00,phearns,2021/06/13 14:30:00+00,356,312,281,205,131,90,44,56,NL
0,0,215,668cfbfd-a0b4-4cd7-bb5e-b2e3b9b903c5,2021/06/14 17:08:41.457+00,phearns,2021/06/14 17:08:41.457+00,phearns,2021/06/14 14:30:00+00,359,313,281,205,131,90,44,56,NL
-56.2416315,49.8969973,216,896bd7f0-c71d-4ffc-b275-bc7947e4faf4,2021/06/15 16:47:59.160+00,phearns,2021/06/15 16:47:59.160+00,phearns,2021/06/15 14:30:00+00,359,314,281,205,132,90,44,56,NL
0,0,217,8eac04f3-fad9-4d0b-ab25-ae07a74b595c,2021/06/16 15:06:59.382+00,phearns,2021/06/16 15:06:59.382+00,phearns,2021/06/16 14:30:00+00,359,315,281,205,132,90,44,56,NL
0,0,218,869324d8-9e14-478b-9157-8436970909ec,2021/06/17 16:31:45.414+00,phearns,2021/06/17 16:31:45.414+00,phearns,2021/06/17 14:30:00+00,359,316,281,205,132,90,44,56,NL
0,0,219,553d8661-e499-46c5-822e-a899baa931a6,2021/06/22 16:34:31.908+00,phearns,2021/06/22 16:34:31.908+00,phearns,2021/06/22 14:30:00+00,359,316,281,205,133,90,44,56,NL
0,0,220,ac0548b9-cfcc-477f-aec6-e1497de803c3,2021/06/28 17:06:28.923+00,phearns,2021/06/28 17:06:28.923+00,phearns,2021/06/28 14:30:00+00,360,316,281,205,133,90,44,56,NL
0,0,221,95ad7389-527c-4286-a642-da8b71f703b7,2021/06/30 16:16:46.608+00,phearns,2021/06/30 16:16:46.608+00,phearns,2021/06/30 14:30:00+00,360,317,281,205,133,90,44,56,NL
0,0,222,ab7f9d5a-9e87-44c5-bcf6-8d6632f0c7c6,2021/07/02 16:30:09.497+00,phearns,2021/07/02 16:30:09.497+00,phearns,2021/07/02 14:30:00+00,360,317,282,205,133,90,44,56,NL
-56.833545,51.5256154,223,83603b9b-a95a-40dd-a49c-449537fdf55b,2021/07/05 16:50:34.490+00,phearns,2021/07/05 16:50:34.490+00,phearns,2021/07/05 14:30:00+00,360,322,286,209,133,90,44,56,NL
-57.0642744,51.3703138,224,8109d98a-f788-479f-8e71-5b4098cc65f5,2021/07/09 16:35:04.478+00,phearns,2021/07/09 16:35:04.478+00,phearns,2021/07/09 16:00:00+00,360,323,286,209,134,90,44,56,NL
0,0,225,c1818ddb-2bb9-4f51-bb5a-28bc8da95e24,2021/07/13 16:40:50.571+00,phearns,2021/07/13 16:40:50.571+00,phearns,2021/07/13 14:30:00+00,360,326,287,210,134,90,44,56,NL
0,0,226,19c30277-ecaa-4475-8640-355e037ebdf3,2021/07/14 16:46:46.159+00,phearns,2021/07/14 16:46:46.159+00,phearns,2021/07/14 14:30:00+00,360,327,287,211,135,90,43,57,NL
0,0,227,78216340-14aa-4e85-bfc7-3fef2d1b5406,2021/07/15 17:37:59.243+00,phearns,2021/07/15 17:37:59.243+00,phearns,2021/07/15 14:30:00+00,360,336,295,217,135,90,43,57,NL
0,0,228,49661e92-f54c-4e22-ab93-75cc6e08c157,2021/07/19 17:16:39.967+00,phearns,2021/07/19 17:16:39.967+00,phearns,2021/07/19 14:30:00+00,360,339,295,217,136,90,43,57,NL
-57.9244902,48.9457462,229,aed68330-fc4d-400c-a8d6-7a3e1966bdc6,2021/08/02 16:41:32.816+00,phearns,2021/08/02 16:41:32.816+00,phearns,2021/08/02 14:30:00+00,361,341,295,217,136,90,57,43,NL
0,0,230,c4ca3f0f-7a6f-4343-874f-6c2b061baa10,2021/08/04 16:23:21.942+00,phearns,2021/08/04 16:23:21.942+00,phearns,2021/08/04 14:30:00+00,361,342,295,217,136,90,43,57,NL
-57.9244895,48.9457076,231,5de8209e-d8c1-45a9-9cdb-6419f03f6ae8,2021/08/06 16:35:05.962+00,phearns,2021/08/06 16:35:05.962+00,phearns,2021/08/06 14:30:00+00,361,342,295,217,136,92,43,57,NL
-57.9318611,48.9286338,232,c4f1b846-130b-4379-abb6-d1f6f1630431,2021/08/13 16:39:26.934+00,phearns,2021/08/13 16:39:26.934+00,phearns,2021/08/13 14:30:00+00,363,343,295,217,137,92,43,57,NL
0,0,233,5dee0232-d4fd-41c0-bb16-6233a4dcbe64,2021/08/16 16:32:43.932+00,phearns,2021/08/16 16:32:43.932+00,phearns,2021/08/16 14:30:00+00,364,344,296,217,137,92,43,57,NL
0,0,234,50f4c132-2e3d-4b59-aae1-cbbcc1f85eaf,2021/08/18 16:31:31.662+00,phearns,2021/08/18 16:31:31.662+00,phearns,2021/08/18 14:30:00+00,367,346,296,218,137,92,43,57,NL
0,0,235,bc9746c0-662c-48ff-ae82-04cae89a7127,2021/08/20 16:13:45.821+00,phearns,2021/08/20 16:13:45.821+00,phearns,2021/08/20 14:30:00+00,367,346,296,220,137,92,43,57,NL
-54.1530425,48.2818985,236,045da803-2faf-4ce0-b9f1-94b98f886be8,2021/08/23 17:07:09.225+00,phearns,2021/08/23 17:07:09.225+00,phearns,2021/08/23 14:30:00+00,367,348,296,220,137,92,43,57,NL
-52.7962605,47.4676659,237,3e754029-7224-42eb-9172-7d4c7eba3575,2021/08/25 16:36:17.734+00,phearns,2021/08/25 16:36:17.734+00,phearns,2021/08/25 14:30:00+00,368,348,297,220,137,92,43,57,NL
-52.807177,47.5006932,238,f3fc492a-1ae8-45c0-bb8d-cd756543d6e2,2021/08/27 16:32:11.901+00,phearns,2021/08/27 16:32:11.901+00,phearns,2021/08/27 14:30:00+00,370,352,297,221,137,92,43,57,NL
-56.0950421,49.1854267,239,34d66355-e36b-4416-820d-73df82eeac77,2021/08/30 17:18:57.602+00,phearns,2021/08/30 17:18:57.602+00,phearns,2021/08/30 14:30:00+00,371,356,298,222,139,92,43,57,NL
0,0,240,a9a128c9-8ff5-4429-82f7-2b9578b7c256,2021/09/01 16:30:21.571+00,phearns,2021/09/01 16:30:21.571+00,phearns,2021/09/01 14:30:00+00,372,359,300,222,139,94,43,57,NL
0,0,241,f4943a3d-13f9-4389-81be-42d7624676a4,2021/09/03 16:39:07.832+00,phearns,2021/09/03 16:39:07.832+00,phearns,2021/09/03 14:30:00+00,372,360,301,224,140,94,43,57,NL
0,0,242,88780d2f-b340-4370-bf7c-dd7f75494a17,2021/09/06 20:51:55.202+00,phearns,2021/09/06 20:51:55.202+00,phearns,2021/09/06 14:30:00+00,372,364,302,227,145,96,43,57,NL
0,0,243,fa9accd5-89d7-4047-a75d-c582559392b4,2021/09/07 16:41:42.164+00,phearns,2021/09/07 16:41:42.164+00,phearns,2021/09/07 14:30:00+00,372,364,303,229,147,96,43,57,NL
0,0,244,4aa2dc94-74d3-410e-bf3a-92a4a0e797a4,2021/09/08 16:37:22.965+00,phearns,2021/09/08 16:37:22.965+00,phearns,2021/09/08 14:30:00+00,373,367,303,230,151,96,43,57,NL
