X,Y,objectid,globalid,prov,regional_health_authority,date_updated,total_number_of_cases,new_cases,currently_hospitalized,current_in_icu,total_number_recovered,total_number_of_deaths,active_cases,total_people_tested,Population,CasesPer10KPop,CreationDate,Creator,EditDate,Editor
-52.7270066,47.5781306000001,624,{4E7B05AF-22EB-4569-AFA3-0BD003895ED3},NL,eastern_rha,2020/08/27 15:23:00+00,247,0,0,0,244,3,0,21384,32.315,7.64350920625097,2020/08/27 16:35:26+00,phearns,2020/08/27 16:35:26+00,phearns
0.0,0.0,625,{FAFCFB58-8C11-4B48-9300-EC3B5712C9AC},NL,labradorgrenfell_rha,2020/08/28 16:57:00+00,6,0,0,0,6,0,0,1577,3.605,1.66435506241331,2020/08/28 16:57:42+00,phearns,2020/08/28 16:57:42+00,phearns
0.0,0.0,626,{DF056AD2-E34B-4CFE-9155-3CDF731DD03E},NL,western_rha,2020/08/28 16:57:00+00,4,0,0,0,4,0,0,4245,7.414,0.539519827353655,2020/08/28 16:57:42+00,phearns,2020/08/28 16:57:42+00,phearns
0.0,0.0,627,{27DE1047-11D3-4352-B8D3-689E9E8150F2},NL,central_rha,2020/08/28 16:56:00+00,11,0,0,0,11,0,0,3967,8.959,1.22781560442014,2020/08/28 16:57:43+00,phearns,2020/08/28 16:57:43+00,phearns
0.0,0.0,628,{BE002071-8BBB-4AE3-BF32-841CEF0B4349},NL,eastern_rha,2020/08/28 16:56:00+00,248,1,0,0,244,3,1,21582,32.315,7.67445458765279,2020/08/28 16:57:43+00,phearns,2020/08/28 16:57:43+00,phearns
-57.9244555,48.9456832000001,629,{A74D0170-D8F3-4307-BC83-9CDE9B399E29},NL,labradorgrenfell_rha,2020/08/29 15:33:00+00,6,0,0,0,6,0,0,1587,3.605,1.66435506241331,2020/08/29 16:40:05+00,phearns,2020/08/29 16:40:05+00,phearns
-57.9244555,48.9456822000001,630,{80BAEC1F-AF03-4D1A-A214-F2E46C0B3D7A},NL,western_rha,2020/08/29 15:33:00+00,4,0,0,0,4,0,0,4256,7.414,0.539519827353655,2020/08/29 16:40:05+00,phearns,2020/08/29 16:40:05+00,phearns
-57.9244533,48.9456805,631,{69D443E2-B320-4373-B007-06504855ADA8},NL,central_rha,2020/08/29 15:32:00+00,11,0,0,0,11,0,0,3980,8.959,1.22781560442014,2020/08/29 16:40:06+00,phearns,2020/08/29 16:40:06+00,phearns
-57.9244490999999,48.9456777,632,{C1BDF61A-5817-4FEF-A5E9-F346D7F3ADAD},NL,eastern_rha,2020/08/29 15:32:00+00,248,0,0,0,244,3,1,21744,32.315,7.67445458765279,2020/08/29 16:40:06+00,phearns,2020/08/29 16:40:06+00,phearns
-57.9245066999999,48.9457239000001,633,{8840FF85-719F-425B-A0DF-78581802B423},NL,labradorgrenfell_rha,2020/08/30 16:25:00+00,6,0,0,0,6,0,0,1597,3.605,1.66435506241331,2020/08/30 16:51:49+00,phearns,2020/08/30 16:51:49+00,phearns
-57.9245045,48.9457251000001,634,{2EBDF46B-494D-4CCC-9CBA-B8747B3A6C39},NL,western_rha,2020/08/30 16:25:00+00,4,0,0,0,4,0,0,4309,7.414,0.539519827353655,2020/08/30 16:51:49+00,phearns,2020/08/30 16:51:49+00,phearns
-57.9245017,48.9457191000001,635,{99D16E64-4FB6-436A-9CCC-169D9D0CFC7D},NL,central_rha,2020/08/30 16:25:00+00,11,0,0,0,11,0,0,4006,8.959,1.22781560442014,2020/08/30 16:51:50+00,phearns,2020/08/30 16:51:50+00,phearns
-57.9245069999999,48.9456702000001,636,{15514684-C4DE-4920-BC63-504BBA75CA0E},NL,eastern_rha,2020/08/30 16:24:00+00,248,0,0,0,244,3,1,21880,32.315,7.67445458765279,2020/08/30 16:51:50+00,phearns,2020/08/30 16:51:50+00,phearns
0.0,0.0,637,{2D20047F-D79B-413C-86DC-FD5EA55816F1},NL,labradorgrenfell_rha,2020/08/31 16:57:00+00,6,0,0,0,6,0,0,1595,3.605,1.66435506241331,2020/08/31 16:58:09+00,phearns,2020/08/31 16:58:09+00,phearns
0.0,0.0,638,{52015804-D6C4-4C4B-9214-CAA1EB2693E4},NL,western_rha,2020/08/31 16:57:00+00,4,0,0,0,4,0,0,4340,7.414,0.539519827353655,2020/08/31 16:58:09+00,phearns,2020/08/31 16:58:09+00,phearns
0.0,0.0,639,{23A300DA-005D-4D3B-AE35-7A25C777F394},NL,central_rha,2020/08/31 16:57:00+00,11,0,0,0,11,0,0,4014,8.959,1.22781560442014,2020/08/31 16:58:09+00,phearns,2020/08/31 16:58:09+00,phearns
0.0,0.0,640,{DD11C254-26F0-40CE-A04F-932DEC1096DE},NL,eastern_rha,2020/08/31 16:54:59+00,248,0,0,0,244,3,1,21993,32.315,7.67445458765279,2020/08/31 16:58:10+00,phearns,2020/08/31 16:58:10+00,phearns
0.0,0.0,641,{344DD27B-0556-472B-A20B-784AA21FE0DC},NL,labradorgrenfell_rha,2020/09/01 17:28:00+00,6,0,0,0,6,0,0,1615,3.605,1.66435506241331,2020/09/01 17:47:53+00,phearns,2020/09/01 17:47:53+00,phearns
0.0,0.0,642,{A46255E3-02EC-4DD4-9CC0-22604B5581E3},NL,western_rha,2020/09/01 17:28:00+00,4,0,0,0,4,0,0,4366,7.414,0.539519827353655,2020/09/01 17:47:53+00,phearns,2020/09/01 17:47:53+00,phearns
0.0,0.0,643,{008B2904-4858-4969-923B-1CFF3EEB6F0D},NL,central_rha,2020/09/01 17:26:59+00,11,0,0,0,11,0,0,4019,8.959,1.22781560442014,2020/09/01 17:47:53+00,phearns,2020/09/01 17:47:53+00,phearns
0.0,0.0,644,{E41C62C5-BBDF-492C-B7A6-C60740A6C596},NL,eastern_rha,2020/09/01 17:26:59+00,248,0,0,0,244,3,1,22200,32.315,7.67445458765279,2020/09/01 17:47:54+00,phearns,2020/09/01 17:47:54+00,phearns
0.0,0.0,645,{3057139C-F356-4285-B7E7-722E34FEB458},NL,labradorgrenfell_rha,2020/09/02 18:06:00+00,6,0,0,0,6,0,0,1624,3.605,1.66435506241331,2020/09/02 18:07:02+00,phearns,2020/09/02 18:07:02+00,phearns
0.0,0.0,646,{8264A92C-85B8-4AFB-B06D-C141006B7D35},NL,western_rha,2020/09/02 18:06:00+00,4,0,0,0,4,0,0,4399,7.414,0.539519827353655,2020/09/02 18:07:02+00,phearns,2020/09/02 18:07:02+00,phearns
0.0,0.0,647,{8F8B34F3-8067-458C-91E1-E906CDA8F230},NL,central_rha,2020/09/02 18:04:59+00,11,0,0,0,11,0,0,4033,8.959,1.22781560442014,2020/09/02 18:07:03+00,phearns,2020/09/02 18:07:03+00,phearns
0.0,0.0,648,{DE045E03-3705-49C4-BD70-B5A239393EED},NL,eastern_rha,2020/09/02 18:00:00+00,248,0,0,0,244,3,1,22391,32.315,7.67445458765279,2020/09/02 18:07:03+00,phearns,2020/09/02 18:07:03+00,phearns
0.0,0.0,649,{B27F4F46-0AB6-447B-B2AC-07D7447AC709},NL,labradorgrenfell_rha,2020/09/03 16:47:00+00,6,0,0,0,6,0,0,1635,3.605,1.66435506241331,2020/09/03 16:47:20+00,phearns,2020/09/03 16:47:20+00,phearns
0.0,0.0,650,{689AAA24-4853-407B-9F8C-372CC85EAA2C},NL,western_rha,2020/09/03 16:46:00+00,4,0,0,0,4,0,0,4435,7.414,0.539519827353655,2020/09/03 16:47:21+00,phearns,2020/09/03 16:47:21+00,phearns
0.0,0.0,651,{E4415A95-CC1F-450C-A1D5-9762FCEEC456},NL,central_rha,2020/09/03 16:44:00+00,11,0,0,0,11,0,0,4053,8.959,1.22781560442014,2020/09/03 16:47:22+00,phearns,2020/09/03 16:47:22+00,phearns
0.0,0.0,652,{D5BF9337-0F73-40CE-BC3C-F635F308625E},NL,eastern_rha,2020/09/03 16:44:00+00,248,0,0,0,244,3,1,22629,32.315,7.67445458765279,2020/09/03 16:47:22+00,phearns,2020/09/03 16:47:22+00,phearns
-52.7355990999999,47.5734890000001,653,{4B15F080-D32A-4BCD-8CF2-598CC10E6EBF},NL,labradorgrenfell_rha,2020/09/04 17:26:59+00,6,0,0,0,6,0,0,1635,3.605,1.66435506241331,2020/09/04 17:28:58+00,phearns,2020/09/04 17:28:58+00,phearns
-52.7355982999999,47.5734901000001,654,{EA53DEF0-4CFD-4158-87B9-3B243FB46FFD},NL,western_rha,2020/09/04 17:26:59+00,4,0,0,0,4,0,0,4457,7.414,0.539519827353655,2020/09/04 17:28:58+00,phearns,2020/09/04 17:28:58+00,phearns
-52.7355833999999,47.5734981000001,655,{F145642B-29C5-4694-B25A-FD8FDD11ECC6},NL,central_rha,2020/09/04 17:26:59+00,11,0,0,0,11,0,0,4067,8.959,1.22781560442014,2020/09/04 17:28:59+00,phearns,2020/09/04 17:28:59+00,phearns
-52.7355891999999,47.5734753,656,{7C8EF9FC-533E-47DA-A710-2410DC1480DB},NL,eastern_rha,2020/09/04 17:26:00+00,248,0,0,0,244,3,1,22773,32.315,7.67445458765279,2020/09/04 17:28:59+00,phearns,2020/09/04 17:28:59+00,phearns
-52.8350409999999,47.5067512000001,657,{33F092DB-3FBF-4DA4-96A8-6986173CB904},NL,labradorgrenfell_rha,2020/09/05 18:14:00+00,6,0,0,0,6,0,0,1655,3.605,1.66435506241331,2020/09/05 18:15:03+00,phearns,2020/09/05 18:15:03+00,phearns
-52.8352105,47.5067090000001,658,{C3478362-7FB6-4F76-BF13-B228435A0395},NL,western_rha,2020/09/05 18:13:00+00,4,0,0,0,4,0,0,4482,7.414,0.539519827353655,2020/09/05 18:15:04+00,phearns,2020/09/05 18:15:04+00,phearns
-52.83528,47.5066666000001,659,{B29292A4-B3A0-4061-A953-82D57EBB332B},NL,central_rha,2020/09/05 18:13:00+00,11,0,0,0,11,0,0,4090,8.959,1.22781560442014,2020/09/05 18:15:04+00,phearns,2020/09/05 18:15:04+00,phearns
-52.8352823,47.5066843000001,660,{C4816E8F-B530-4788-B80F-F77B302ACC46},NL,eastern_rha,2020/09/05 18:11:59+00,249,1,0,0,244,3,2,22939,32.315,7.70539996905462,2020/09/05 18:15:04+00,phearns,2020/09/05 18:15:04+00,phearns
-53.9566066,48.1450376000001,661,{692F91C4-74E5-4DA2-B3DC-DC2296990791},NL,labradorgrenfell_rha,2020/09/07 14:23:59+00,6,0,0,0,6,0,0,1677,3.605,1.66435506241331,2020/09/07 17:19:34+00,phearns,2020/09/07 17:19:34+00,phearns
-53.9566066,48.1450376000001,662,{15057677-C656-4B5C-9E47-D9EBB3E63E13},NL,western_rha,2020/09/07 14:23:00+00,4,0,0,0,4,0,0,4530,7.414,0.539519827353655,2020/09/07 17:19:34+00,phearns,2020/09/07 17:19:34+00,phearns
-53.9566065,48.1450382,663,{9029E904-A9C1-48E6-9772-C80C614E5516},NL,central_rha,2020/09/07 14:23:00+00,11,0,0,0,11,0,0,4132,8.959,1.22781560442014,2020/09/07 17:19:35+00,phearns,2020/09/07 17:19:35+00,phearns
-53.9565938,48.1450477000001,664,{690F022D-BECB-4EC1-9F49-BEA2F0950645},NL,eastern_rha,2020/09/07 14:22:00+00,249,0,0,0,244,3,2,23144,32.315,7.70539996905462,2020/09/07 17:19:35+00,phearns,2020/09/07 17:19:35+00,phearns
0.0,0.0,665,{A34E81D0-347C-4026-9BEC-D8D8010B2610},NL,labradorgrenfell_rha,2020/09/08 15:21:59+00,6,0,0,0,6,0,0,1682,3.605,1.66435506241331,2020/09/08 16:34:53+00,phearns,2020/09/08 16:34:53+00,phearns
0.0,0.0,666,{045F3C98-3A7B-4015-B587-6687BD647708},NL,western_rha,2020/09/08 15:20:59+00,4,0,0,0,4,0,0,4549,7.414,0.539519827353655,2020/09/08 16:34:54+00,phearns,2020/09/08 16:34:54+00,phearns
0.0,0.0,667,{D232BF53-1695-4DD0-96DF-47D814CAF20D},NL,central_rha,2020/09/08 15:20:59+00,11,0,0,0,11,0,0,4144,8.959,1.22781560442014,2020/09/08 16:34:54+00,phearns,2020/09/08 16:34:54+00,phearns
0.0,0.0,668,{F5445877-EA10-4ABB-9F19-0D2C62A32063},NL,eastern_rha,2020/09/08 15:20:00+00,249,0,0,0,244,3,2,23291,32.315,7.70539996905462,2020/09/08 16:34:55+00,phearns,2020/09/08 16:34:55+00,phearns
0.0,0.0,669,{C063FF71-FF4B-47B0-805D-ABC50385AFBB},NL,labradorgrenfell_rha,2020/09/09 16:25:59+00,6,0,0,0,6,0,0,1691,3.605,1.66435506241331,2020/09/09 16:31:40+00,phearns,2020/09/09 16:31:40+00,phearns
0.0,0.0,670,{28E30EB8-FCD5-4C0A-9C29-3D49F78D6A3D},NL,western_rha,2020/09/09 16:25:59+00,4,0,0,0,4,0,0,4580,7.414,0.539519827353655,2020/09/09 16:31:40+00,phearns,2020/09/09 16:31:40+00,phearns
0.0,0.0,671,{7EA19F1B-81CC-4159-80AB-F1EEC52EB0D0},NL,central_rha,2020/09/09 16:25:59+00,11,0,0,0,11,0,0,4152,8.959,1.22781560442014,2020/09/09 16:31:41+00,phearns,2020/09/09 16:31:41+00,phearns
0.0,0.0,672,{D1E1AF6D-8A73-4925-A869-17E56240F21F},NL,eastern_rha,2020/09/09 16:25:00+00,249,0,0,0,245,3,1,23469,32.315,7.70539996905462,2020/09/09 16:31:41+00,phearns,2020/09/09 16:31:41+00,phearns
-57.9246899,48.9457487000001,673,{86A7CEF2-DB24-4697-AE49-303306DA4769},NL,labradorgrenfell_rha,2020/09/10 19:34:59+00,6,0,0,0,6,0,0,1710,3.605,1.66435506241331,2020/09/10 19:35:25+00,phearns,2020/09/10 19:35:25+00,phearns
-57.9246894,48.9457521,674,{68C07115-4EBE-44CB-BF6C-2AD72E0C9CDE},NL,western_rha,2020/09/10 19:34:00+00,4,0,0,0,4,0,0,4630,7.414,0.539519827353655,2020/09/10 19:35:25+00,phearns,2020/09/10 19:35:25+00,phearns
-57.9246909,48.945751,675,{80DEC95A-AE06-4086-88FB-4231741151BC},NL,central_rha,2020/09/10 19:34:00+00,11,0,0,0,11,0,0,4188,8.959,1.22781560442014,2020/09/10 19:35:26+00,phearns,2020/09/10 19:35:26+00,phearns
-57.9246778999999,48.9457043,676,{718A5CAF-E6F4-4320-ADEA-3EE91B437FFA},NL,eastern_rha,2020/09/10 19:33:00+00,249,0,0,0,245,3,1,23711,32.315,7.70539996905462,2020/09/10 19:35:26+00,phearns,2020/09/10 19:35:26+00,phearns
0.0,0.0,677,{41356DA9-5ADB-4A96-BB89-BC0778230114},NL,labradorgrenfell_rha,2020/09/11 15:19:00+00,6,0,0,0,6,0,0,1726,3.605,1.66435506241331,2020/09/11 16:32:50+00,phearns,2020/09/11 16:32:50+00,phearns
0.0,0.0,678,{0E4B1041-21F4-4259-BEC3-2B86E30ECDCF},NL,western_rha,2020/09/11 15:19:00+00,4,0,0,0,4,0,0,4682,7.414,0.539519827353655,2020/09/11 16:32:50+00,phearns,2020/09/11 16:32:50+00,phearns
0.0,0.0,679,{212701C1-62E0-4968-92F5-629C7B46EFDB},NL,central_rha,2020/09/11 15:17:59+00,11,0,0,0,11,0,0,4253,8.959,1.22781560442014,2020/09/11 16:32:50+00,phearns,2020/09/11 16:32:50+00,phearns
0.0,0.0,680,{D3F016DE-0F6B-40BF-9FE6-F6BD4A7812EC},NL,eastern_rha,2020/09/11 15:17:59+00,249,0,0,0,245,3,1,23842,32.315,7.70539996905462,2020/09/11 16:32:51+00,phearns,2020/09/11 16:32:51+00,phearns
-57.9245687,48.9457307000001,681,{7A2D601E-F033-4636-AE58-0AD0A778F5F1},NL,labradorgrenfell_rha,2020/09/12 16:41:59+00,6,0,0,0,6,0,0,1744,3.605,1.66435506241331,2020/09/12 16:42:53+00,phearns,2020/09/12 16:42:53+00,phearns
-57.9245683,48.9457308,682,{C1E11562-73F6-4126-9311-9045008AA8A8},NL,western_rha,2020/09/12 16:41:59+00,4,0,0,0,4,0,0,4717,7.414,0.539519827353655,2020/09/12 16:42:53+00,phearns,2020/09/12 16:42:53+00,phearns
-57.9245642,48.9457183000001,683,{F35F89B3-569F-4C58-8570-D6B5C009E696},NL,central_rha,2020/09/12 16:41:00+00,12,1,0,0,11,0,1,4312,8.959,1.33943520482197,2020/09/12 16:42:54+00,phearns,2020/09/12 16:42:54+00,phearns
-57.9245921,48.9457113,684,{8DE3CB38-74BC-4E59-9744-5E12222CFF77},NL,eastern_rha,2020/09/12 16:41:00+00,249,0,0,0,245,3,1,24161,32.315,7.70539996905462,2020/09/12 16:42:54+00,phearns,2020/09/12 16:42:54+00,phearns
-57.9391444,48.9505822,685,{A0F72345-8255-4B4B-A72A-74A19E6A1D31},NL,labradorgrenfell_rha,2020/09/13 16:44:59+00,6,0,0,0,6,0,0,1763,3.605,1.66435506241331,2020/09/13 16:45:44+00,phearns,2020/09/13 16:45:44+00,phearns
-57.9391491,48.9505834,686,{AE873AD7-996B-4A08-A13F-202D5E93DECF},NL,western_rha,2020/09/13 16:44:00+00,4,0,0,0,4,0,0,4778,7.414,0.539519827353655,2020/09/13 16:45:45+00,phearns,2020/09/13 16:45:45+00,phearns
-57.93918,48.9506034,687,{65B3A5BF-18E7-4D62-9351-DC919FC77FB1},NL,central_rha,2020/09/13 16:44:00+00,12,0,0,0,11,0,1,4360,8.959,1.33943520482197,2020/09/13 16:45:45+00,phearns,2020/09/13 16:45:45+00,phearns
-57.9392793,48.9506235000001,688,{499409D6-1941-447C-82BC-F217559866D1},NL,eastern_rha,2020/09/13 16:44:00+00,249,0,0,0,245,3,1,24321,32.315,7.70539996905462,2020/09/13 16:45:46+00,phearns,2020/09/13 16:45:46+00,phearns
0.0,0.0,689,{2180D126-9BC1-408D-98A6-D31EE296B4AE},NL,labradorgrenfell_rha,2020/09/14 17:31:00+00,6,0,0,0,6,0,0,1768,3.605,1.66435506241331,2020/09/14 17:31:33+00,phearns,2020/09/14 17:31:33+00,phearns
0.0,0.0,690,{22D57AA9-2819-4EE1-82DC-A316D390B165},NL,western_rha,2020/09/14 17:29:59+00,4,0,0,0,4,0,0,4815,7.414,0.539519827353655,2020/09/14 17:31:33+00,phearns,2020/09/14 17:31:33+00,phearns
0.0,0.0,691,{1728043D-0D3A-4577-B51E-45555346F859},NL,eastern_rha,2020/09/14 17:28:00+00,249,0,0,0,245,3,1,24510,32.315,7.70539996905462,2020/09/14 17:31:34+00,phearns,2020/09/14 17:31:34+00,phearns
0.0,0.0,692,{F12EC092-ABF0-41D6-AE44-B1CEEE08EA9C},NL,central_rha,2020/09/14 17:29:00+00,12,0,0,0,11,0,1,4377,8.959,1.33943520482197,2020/09/14 17:31:34+00,phearns,2020/09/14 17:31:34+00,phearns
0.0,0.0,693,{417B637C-AB5C-4AC4-9214-72016A95A88F},NL,labradorgrenfell_rha,2020/09/15 18:03:00+00,6,0,0,0,6,0,0,1781,3.605,1.66435506241331,2020/09/15 18:03:42+00,phearns,2020/09/15 18:03:42+00,phearns
0.0,0.0,694,{5C2357B3-B904-40AE-98CA-D4AD38E67B31},NL,western_rha,2020/09/15 18:03:00+00,4,0,0,0,4,0,0,4847,7.414,0.539519827353655,2020/09/15 18:03:43+00,phearns,2020/09/15 18:03:43+00,phearns
0.0,0.0,695,{EFEE0E6F-8861-4D3F-A797-61E5D6494545},NL,central_rha,2020/09/15 18:01:59+00,12,0,0,0,11,0,1,4387,8.959,1.33943520482197,2020/09/15 18:03:43+00,phearns,2020/09/15 18:03:43+00,phearns
0.0,0.0,696,{F42E207B-0A71-4E57-B9FE-BE60CBCD15F3},NL,eastern_rha,2020/09/15 18:01:59+00,249,0,0,0,245,3,1,24776,32.315,7.70539996905462,2020/09/15 18:03:43+00,phearns,2020/09/15 18:03:43+00,phearns
0.0,0.0,697,{1A139F7D-318B-4C42-A8DB-097B413DB9B2},NL,labradorgrenfell_rha,2020/09/16 17:07:59+00,6,0,0,0,6,0,0,1805,3.605,1.66435506241331,2020/09/16 17:09:09+00,phearns,2020/09/16 17:09:09+00,phearns
0.0,0.0,698,{C96D9E9C-8A60-4053-9462-3912F45F2C91},NL,western_rha,2020/09/16 17:07:59+00,4,0,0,0,4,0,0,4884,7.414,0.539519827353655,2020/09/16 17:09:09+00,phearns,2020/09/16 17:09:09+00,phearns
0.0,0.0,699,{5CDE6262-2E84-493B-846A-55E4E591C651},NL,central_rha,2020/09/16 17:07:59+00,12,0,0,0,11,0,1,4434,8.959,1.33943520482197,2020/09/16 17:09:09+00,phearns,2020/09/16 17:09:09+00,phearns
0.0,0.0,700,{DC799E30-993D-4A64-80F9-D628AD016DD2},NL,eastern_rha,2020/09/16 17:07:59+00,249,0,0,0,246,3,0,24992,32.315,7.70539996905462,2020/09/16 17:09:10+00,phearns,2020/09/16 17:09:10+00,phearns
0.0,0.0,701,{6ECBD7BD-CBCA-40AB-9F9E-889B66C4C586},NL,labradorgrenfell_rha,2020/09/17 17:02:00+00,6,0,0,0,6,0,0,1825,3.605,1.66435506241331,2020/09/17 17:33:32+00,phearns,2020/09/17 17:33:32+00,phearns
0.0,0.0,702,{76BA6F77-FC61-47EB-8B57-8FD0A5C57277},NL,western_rha,2020/09/17 17:00:59+00,4,0,0,0,4,0,0,4959,7.414,0.539519827353655,2020/09/17 17:33:32+00,phearns,2020/09/17 17:33:32+00,phearns
0.0,0.0,703,{F3D9BCAB-3613-4BD8-B573-A1916AB96110},NL,central_rha,2020/09/17 17:00:59+00,12,0,0,0,11,0,1,4491,8.959,1.33943520482197,2020/09/17 17:33:32+00,phearns,2020/09/17 17:33:32+00,phearns
0.0,0.0,704,{966FDCC9-DEB1-4987-9AFB-D46E174B330E},NL,eastern_rha,2020/09/17 17:00:59+00,249,0,0,0,246,3,0,25321,32.315,7.70539996905462,2020/09/17 17:33:32+00,phearns,2020/09/17 17:33:32+00,phearns
0.0,0.0,705,{85E88604-B388-4217-B78A-63725597D9B5},NL,labradorgrenfell_rha,2020/09/18 16:56:00+00,6,0,0,0,6,0,0,1840,3.605,1.66435506241331,2020/09/18 16:56:42+00,phearns,2020/09/18 16:56:42+00,phearns
0.0,0.0,706,{090A9E33-099F-4CE3-8E3F-67476B36B4EF},NL,western_rha,2020/09/18 16:56:00+00,4,0,0,0,4,0,0,5005,7.414,0.539519827353655,2020/09/18 16:56:42+00,phearns,2020/09/18 16:56:42+00,phearns
0.0,0.0,707,{E68106BB-9426-4B2B-97F3-945FDA2ADEF1},NL,central_rha,2020/09/18 16:54:59+00,13,1,0,0,11,0,2,4578,8.959,1.4510548052238,2020/09/18 16:56:43+00,phearns,2020/09/18 16:56:43+00,phearns
0.0,0.0,708,{ACAC5B97-A127-4A78-927C-B0EFE571C834},NL,eastern_rha,2020/09/18 16:54:59+00,249,0,0,0,246,3,0,25575,32.315,7.70539996905462,2020/09/18 16:56:43+00,phearns,2020/09/18 16:56:43+00,phearns
-57.9245981999999,48.9456936,709,{D8E27A8C-1C30-413F-897E-B0F0E84D3297},NL,labradorgrenfell_rha,2020/09/19 16:50:00+00,6,0,0,0,6,0,0,1862,3.605,1.66435506241331,2020/09/19 16:51:11+00,phearns,2020/09/19 16:51:11+00,phearns
-57.9246022999999,48.9456944,710,{7348E932-2CC6-4264-8579-91258227AD3C},NL,western_rha,2020/09/19 16:50:00+00,4,0,0,0,4,0,0,5027,7.414,0.539519827353655,2020/09/19 16:51:12+00,phearns,2020/09/19 16:51:12+00,phearns
-57.9246292,48.9456877000001,711,{6DF83B15-8757-4663-ABB7-9499D702D1F9},NL,central_rha,2020/09/19 16:49:00+00,13,0,0,0,11,0,2,4609,8.959,1.4510548052238,2020/09/19 16:51:12+00,phearns,2020/09/19 16:51:12+00,phearns
-57.9251558999999,48.9455519000001,712,{035AED66-722A-4C25-B87D-B3C9C480F61C},NL,eastern_rha,2020/09/19 16:49:00+00,249,0,0,0,246,3,0,25753,32.315,7.70539996905462,2020/09/19 16:51:12+00,phearns,2020/09/19 16:51:12+00,phearns
-57.9245557,48.945701,713,{91F891BE-79D8-453A-A70F-79B4A2A9349B},NL,labradorgrenfell_rha,2020/09/20 18:43:59+00,6,0,0,0,6,0,0,1876,3.605,1.66435506241331,2020/09/20 18:44:53+00,phearns,2020/09/20 18:44:53+00,phearns
-57.9245756,48.9456811000001,714,{4EC4291E-AD6C-48BD-8DA0-1A5813B83403},NL,western_rha,2020/09/20 18:43:00+00,4,0,0,0,4,0,0,5078,7.414,0.539519827353655,2020/09/20 18:44:54+00,phearns,2020/09/20 18:44:54+00,phearns
-57.9245610999999,48.9456717,715,{CD24EF63-C3CE-47D9-BF22-5ADA7B372C8D},NL,central_rha,2020/09/20 18:43:00+00,13,0,0,0,12,0,1,4662,8.959,1.4510548052238,2020/09/20 18:44:54+00,phearns,2020/09/20 18:44:54+00,phearns
-57.9244937,48.9457784000001,716,{84879D18-4A2E-4DB8-BBC0-003A633EA22D},NL,eastern_rha,2020/09/20 18:42:00+00,249,0,0,0,246,3,0,26122,32.315,7.70539996905462,2020/09/20 18:44:55+00,phearns,2020/09/20 18:44:55+00,phearns
0.0,0.0,717,{A3850B91-A510-48CE-8262-1582A8B72532},NL,labradorgrenfell_rha,2020/09/22 17:26:59+00,6,0,0,0,6,0,0,1902,3.605,1.66435506241331,2020/09/22 17:27:54+00,phearns,2020/09/22 17:27:54+00,phearns
0.0,0.0,718,{157A9194-7EC6-4F6A-93ED-6AEA9668947A},NL,western_rha,2020/09/22 17:26:59+00,4,0,0,0,4,0,0,5155,7.414,0.539519827353655,2020/09/22 17:27:54+00,phearns,2020/09/22 17:27:54+00,phearns
0.0,0.0,719,{00B25E59-D18C-4DDC-B42F-71B47E33A95C},NL,central_rha,2020/09/22 17:26:00+00,13,0,0,0,12,0,1,4712,8.959,1.4510548052238,2020/09/22 17:27:54+00,phearns,2020/09/23 14:21:05+00,phearns
0.0,0.0,720,{560A8E5C-469F-4384-8ECB-9BA2C8C45F4C},NL,eastern_rha,2020/09/22 17:26:00+00,249,0,0,0,246,3,0,26758,32.315,7.70539996905462,2020/09/22 17:27:54+00,phearns,2020/09/22 17:27:54+00,phearns
0.0,0.0,721,{8CF67F6B-3D71-40B1-BBDE-6229E758EC4F},NL,labradorgrenfell_rha,2020/09/23 16:57:00+00,6,0,0,0,6,0,0,1926,3.605,1.66435506241331,2020/09/23 16:57:51+00,phearns,2020/09/23 16:57:51+00,phearns
0.0,0.0,722,{933669BD-0DE8-4D09-AD80-30AF2CACCB41},NL,western_rha,2020/09/23 16:57:00+00,4,0,0,0,4,0,0,5213,7.414,0.539519827353655,2020/09/23 16:57:51+00,phearns,2020/09/23 16:57:51+00,phearns
0.0,0.0,723,{E25A178C-05FC-4FB9-9E17-6DFE12CB61A0},NL,central_rha,2020/09/23 16:56:00+00,13,0,0,0,12,0,1,4768,8.959,1.4510548052238,2020/09/23 16:57:52+00,phearns,2020/09/23 16:57:52+00,phearns
0.0,0.0,724,{E2A55D0B-B602-4D62-BD44-83FA5F27C6F0},NL,eastern_rha,2020/09/23 16:56:00+00,249,0,0,0,246,3,0,27053,32.315,7.70539996905462,2020/09/23 16:57:52+00,phearns,2020/09/23 16:57:52+00,phearns
0.0,0.0,725,{B047D4FC-9065-4A07-80A5-08DAD5E30E11},NL,eastern_rha,2020/09/24 17:45:59+00,249,0,0,0,246,3,0,27458,32.315,7.70539996905462,2020/09/24 17:53:45+00,phearns,2020/09/24 17:53:45+00,phearns
0.0,0.0,726,{746B0941-554D-43A6-869C-0EA02FDF388E},NL,labradorgrenfell_rha,2020/09/24 17:47:00+00,6,0,0,0,6,0,0,1948,3.605,1.66435506241331,2020/09/24 17:53:46+00,phearns,2020/09/24 17:53:46+00,phearns
0.0,0.0,727,{5FF55632-9C24-4FD3-A49A-E89755990EE1},NL,western_rha,2020/09/24 17:47:00+00,4,0,0,0,4,0,0,5274,7.414,0.539519827353655,2020/09/24 17:53:46+00,phearns,2020/09/24 17:53:46+00,phearns
